nj=75;
np=60;
vCapa=15;
Express={1 2 3 4 5 6 7 8 9 10 11 12 13 14 15};
Jobs={
< 1 19942 16269 1 7 175000 235000 "cus" "pkup" "y" 1 0 >
< 2 13131 45499 2 9 522000 582000 "cus" "pkup" "y" 2 0 >
< 3 41105 42288 3 15 256000 316000 "cus" "pkup" "y" 3 0 >
< 4 29622 23653 4 5 529000 589000 "cus" "pkup" "y" 4 0 >
< 5 20387 33750 5 12 469000 529000 "cus" "pkup" "y" 5 0 >
< 6 8195 24765 6 5 436000 496000 "cus" "pkup" "y" 6 0 >
< 7 39947 22762 7 10 517000 577000 "cus" "pkup" "y" 7 0 >
< 8 32184 39039 8 8 414000 474000 "cus" "pkup" "y" 8 0 >
< 9 46070 49150 9 11 28000 88000 "cus" "pkup" "y" 9 0 >
< 10 15395 23920 10 12 96000 156000 "cus" "pkup" "y" 10 0 >
< 11 38336 13008 11 8 169000 229000 "cus" "pkup" "y" 11 0 >
< 12 49706 28635 12 14 54000 114000 "cus" "pkup" "y" 12 0 >
< 13 17748 22292 13 15 423000 483000 "cus" "pkup" "y" 13 0 >
< 14 42549 29924 14 8 112000 172000 "cus" "pkup" "y" 14 0 >
< 15 44178 9661 15 11 511000 571000 "cus" "pkup" "y" 15 0 >
< 16 26591 36243 16 11 36000 96000 "cus" "pkup" "n" 16 0 >
< 17 3855 9895 17 5 24000 84000 "cus" "pkup" "n" 17 0 >
< 18 37401 26569 18 11 293000 353000 "cus" "pkup" "n" 18 0 >
< 19 45989 20442 19 7 402000 462000 "cus" "pkup" "n" 19 0 >
< 20 35511 15228 20 10 496000 556000 "cus" "pkup" "n" 20 0 >
< 21 39026 12034 21 13 477000 537000 "cus" "pkup" "n" 21 0 >
< 22 28364 23084 22 10 299000 359000 "cus" "pkup" "n" 22 0 >
< 23 40399 46524 23 10 267000 327000 "cus" "pkup" "n" 23 0 >
< 24 42439 43835 24 14 61000 121000 "cus" "pkup" "n" 24 0 >
< 25 48019 11272 25 10 410000 470000 "cus" "pkup" "n" 25 0 >
< 26 7711 35675 26 13 300000 360000 "cus" "pkup" "n" 26 0 >
< 27 12451 19724 27 6 538000 598000 "cus" "pkup" "n" 27 0 >
< 28 11466 10009 28 8 378000 438000 "cus" "pkup" "n" 28 0 >
< 29 31894 3068 29 9 549000 609000 "cus" "pkup" "n" 29 0 >
< 30 31193 29453 30 11 64000 124000 "cus" "pkup" "n" 30 0 >
< 31 27643 20718 31 6 130000 190000 "cus" "pkup" "n" 31 0 >
< 32 39090 29910 32 6 422000 482000 "cus" "pkup" "n" 32 0 >
< 33 4979 34382 33 10 562000 622000 "cus" "pkup" "n" 33 0 >
< 34 48532 5628 34 12 283000 343000 "cus" "pkup" "n" 34 0 >
< 35 104 43096 35 6 279000 339000 "cus" "pkup" "n" 35 0 >
< 36 35129 12788 36 15 251000 311000 "cus" "pkup" "n" 36 0 >
< 37 16979 42131 37 15 562000 622000 "cus" "pkup" "n" 37 0 >
< 38 33836 16463 38 8 480000 540000 "cus" "pkup" "n" 38 0 >
< 39 17004 135 39 8 388000 448000 "cus" "pkup" "n" 39 0 >
< 40 47985 48353 40 15 62000 122000 "cus" "pkup" "n" 40 0 >
< 41 15167 40338 41 13 446000 506000 "cus" "pkup" "n" 41 0 >
< 42 49188 25691 42 5 239000 299000 "cus" "pkup" "n" 42 0 >
< 43 39884 22741 43 5 451000 511000 "cus" "pkup" "n" 43 0 >
< 44 48700 3276 44 14 211000 271000 "cus" "pkup" "n" 44 0 >
< 45 32483 35647 45 11 371000 431000 "cus" "pkup" "n" 45 0 >
< 46 36360 12366 46 10 572000 632000 "cus" "pkup" "n" 46 0 >
< 47 15168 2888 47 8 39000 99000 "cus" "pkup" "n" 47 0 >
< 48 12586 38003 48 7 481000 541000 "cus" "pkup" "n" 48 0 >
< 49 24069 10394 49 6 31000 91000 "cus" "pkup" "n" 49 0 >
< 50 46755 43039 50 9 287000 347000 "cus" "pkup" "n" 50 0 >
< 51 13844 20995 51 12 539000 599000 "cus" "pkup" "n" 51 0 >
< 52 25348 19215 52 14 392000 452000 "cus" "pkup" "n" 52 0 >
< 53 31764 39147 53 13 4000 64000 "cus" "pkup" "n" 53 0 >
< 54 10465 10359 54 13 225000 285000 "cus" "pkup" "n" 54 0 >
< 55 23583 10424 55 9 380000 440000 "cus" "pkup" "n" 55 0 >
< 56 41055 41004 56 7 298000 358000 "cus" "pkup" "n" 56 0 >
< 57 7562 26507 57 7 202000 262000 "cus" "pkup" "n" 57 0 >
< 58 11016 21483 58 8 118000 178000 "cus" "pkup" "n" 58 0 >
< 59 567 23767 59 15 163000 223000 "cus" "pkup" "n" 59 0 >
< 60 30076 1565 60 13 237000 297000 "cus" "pkup" "n" 60 0 >
< 61 23034 4766 61 13 171000 231000 "cus" "pkup" "n" 61 0 >
< 62 40209 49579 62 10 146000 206000 "cus" "pkup" "n" 62 0 >
< 63 34419 7978 63 12 272000 332000 "cus" "pkup" "n" 63 0 >
< 64 16493 48140 64 15 513000 573000 "cus" "pkup" "n" 64 0 >
< 65 4548 14068 65 8 5000 65000 "cus" "pkup" "n" 65 0 >
< 66 27356 27878 66 5 203000 263000 "cus" "pkup" "n" 66 0 >
< 67 46620 14406 67 7 434000 494000 "cus" "pkup" "n" 67 0 >
< 68 9096 23066 68 5 90000 150000 "cus" "pkup" "n" 68 0 >
< 69 39900 43636 69 6 463000 523000 "cus" "pkup" "n" 69 0 >
